city,lat,lon
San Rafael,37.9735346,-122.5310874
Conway,35.0886963,-92.4421011
Tacoma,47.2528768,-122.4442906
Middletown,41.5623209,-72.6506488
Burlington,44.4758825,-73.212072
Twin Falls,42.5629668,-114.4608711
Sherman,33.6356618,-96.6088805
Lynchburg,37.4137536,-79.1422464
Bowie,39.0067768,-76.7791365
Danbury,41.394817,-73.4540111
Charlottesville,38.0293059,-78.4766781
Coral Gables,25.72149,-80.2683838
Coeur d'Alene,47.6776832,-116.7804664
El Monte,34.0686206,-118.0275667
Crystal Lake,42.2411344,-88.3161965
Danville,37.8215929,-121.9999606
Goodyear,33.4353394,-112.3576567
Paterson,40.9167654,-74.171811
Salem,44.9428975,-123.0350963
Kissimmee,28.2919557,-81.407571
Saginaw,43.4194699,-83.9508068
Brownsville,25.9017472,-97.4974838
Flower Mound,33.0145673,-97.0969552
Grapevine,32.9342919,-97.0780654
Edina,44.8896866,-93.3499489
Detroit,42.331427,-83.0457538
Fairfield,39.3454673,-84.5603187
Mansfield,32.5631924,-97.1416768
Rochester,43.16103,-77.6109219
Birmingham,33.5206608,-86.80249
Austin,30.267153,-97.7430608
Santa Barbara,34.4208305,-119.6981901
Addison,41.931696,-87.9889556
Rio Rancho,35.2327544,-106.6630437
Normal,40.5142026,-88.9906312
Romeoville,41.6475306,-88.0895061
Youngstown,41.0997803,-80.6495194
Madison,34.6992579,-86.7483318
Redlands,34.0555693,-117.1825381
Cape Girardeau,37.3058839,-89.5181476
Nampa,43.5407172,-116.5634624
Washington,38.9071923,-77.0368707
Wheaton,41.8661403,-88.1070127
Lancaster,32.5920798,-96.7561082
Rialto,34.1064001,-117.3703235
Fargo,46.8771863,-96.7898034
Peoria,40.6936488,-89.5889864
Omaha,41.2523634,-95.9979883
Rancho Santa Margarita,33.640855,-117.603104
Manhattan,39.1836082,-96.5716694
Palm Springs,33.8302961,-116.5452921
San Diego,32.715738,-117.1610838
Santa Rosa,38.440429,-122.7140548
Lowell,42.6334247,-71.3161718
Broken Arrow,36.060949,-95.7974526
Kent,47.3809335,-122.2348431
Nashville,36.1626638,-86.7816016
Hackensack,40.8859325,-74.0434736
Broomfield,39.9205411,-105.0866504
Durham,35.9940329,-78.898619
Wichita,37.688889,-97.336111
Cathedral City,33.7805388,-116.4668036
Lakeville,44.6496868,-93.24272
Elmhurst,41.8994744,-87.9403418
Weslaco,26.1595194,-97.9908366
Greenfield,42.9614039,-88.0125865
Sunnyvale,37.36883,-122.0363496
Santa Cruz,36.9741171,-122.0307963
Kenosha,42.5847425,-87.8211854
State College,40.7933949,-77.8600012
Mansfield,40.75839,-82.5154471
Quincy,39.9356016,-91.4098726
Pompano Beach,26.2378597,-80.1247667
San Angelo,31.4637723,-100.4370375
Delray Beach,26.4614625,-80.0728201
Wellington,26.6617635,-80.2683571
Bullhead City,35.1359386,-114.5285981
Weston,26.1003654,-80.3997748
Troy,42.6064095,-83.1497751
New Rochelle,40.9114882,-73.7823549
Stockton,37.9577016,-121.2907796
Royal Oak,42.4894801,-83.1446485
Titusville,28.6122187,-80.8075537
Laguna Niguel,33.5225261,-117.7075526
Spokane Valley,47.6732281,-117.2393748
Costa Mesa,33.6411316,-117.9186689
Grand Prairie,32.7459645,-96.9977846
Portsmouth,36.8354258,-76.2982742
Lacey,47.0342629,-122.8231915
Apex,35.732652,-78.8502856
Sioux City,42.4999942,-96.4003069
Encinitas,33.0369867,-117.2919818
Spanish Fork,40.114955,-111.654923
Huntington Park,33.9816812,-118.2250725
Eden Prairie,44.8546856,-93.470786
Peoria,33.5805955,-112.2373779
Tempe,33.4255104,-111.9400054
Wilmington,39.7390721,-75.5397878
Taylorsville,40.6677248,-111.9388258
Westland,42.324204,-83.400211
Mesquite,32.7667955,-96.5991593
Burlington,36.0956918,-79.4377991
Garland,32.912624,-96.6388833
Richmond,37.9357576,-122.3477486
Bismarck,46.8083268,-100.7837392
Carson City,39.1637984,-119.7674034
Muskogee,35.7478769,-95.3696909
Augusta-Richmond County,33.4734978,-82.0105148
Fayetteville,35.0526641,-78.8783585
Albany,31.5785074,-84.155741
Sayreville,40.4594021,-74.360846
Newark,37.5296593,-122.0402399
Diamond Bar,34.0286226,-117.8103367
Decatur,34.6059253,-86.9833417
Chattanooga,35.0456297,-85.3096801
Jeffersonville,38.2775702,-85.7371847
Bartlett,41.9950276,-88.1856301
Baldwin Park,34.0852868,-117.9608978
Miami Beach,25.790654,-80.1300455
Jackson,35.6145169,-88.8139469
Port Arthur,29.8849504,-93.939947
San Luis Obispo,35.2827524,-120.6596156
Burleson,32.5420821,-97.3208492
Malden,42.4250964,-71.066163
Allen,33.1031744,-96.6705503
Tucson,32.2217429,-110.926479
Franklin,35.9250637,-86.8688899
Shakopee,44.7973962,-93.5272861
Jacksonville,30.3321838,-81.655651
Atlantic City,39.3642834,-74.4229266
Erie,42.1292241,-80.085059
Merced,37.3021632,-120.4829677
Abilene,32.4487364,-99.7331439
Yorba Linda,33.8886259,-117.8131125
Greenville,34.8526176,-82.3940104
Huntersville,35.410694,-80.8428504
St. Clair Shores,42.4974085,-82.8963604
Harrisburg,40.2731911,-76.8867008
San Buenaventura (Ventura),34.274646,-119.2290316
Fremont,37.5482697,-121.9885719
Pueblo,38.2544472,-104.6091409
Chelsea,42.3917638,-71.0328284
Belleville,38.5200504,-89.9839935
Minneapolis,44.977753,-93.2650108
Bartlett,35.2045328,-89.8739753
Wichita Falls,33.9137085,-98.4933873
Missouri City,29.6185669,-95.5377215
St. Louis,38.6270025,-90.1994042
Pharr,26.1947962,-98.1836216
Albuquerque,35.0853336,-106.6055534
Athens-Clarke County,33.9519347,-83.357567
South Jordan,40.5621704,-111.929658
North Las Vegas,36.1988592,-115.1175013
Pomona,34.055103,-117.7499909
Eastvale,33.952463,-117.5848025
Grove City,39.8814519,-83.0929644
Lawrence,38.9716689,-95.2352501
South San Francisco,37.654656,-122.4077498
Plymouth,45.0105194,-93.4555093
South Bend,41.6763545,-86.2519898
Edmond,35.6528323,-97.4780954
Des Moines,41.6005448,-93.6091064
Bonita Springs,26.339806,-81.7786972
Draper,40.5246711,-111.8638226
Whittier,33.9791793,-118.032844
Livonia,42.36837,-83.3527097
Milwaukee,43.0389025,-87.9064736
Auburn,47.3073228,-122.2284532
Sumter,33.9204354,-80.3414693
Beverly,42.5584283,-70.880049
Renton,47.4828776,-122.2170661
Centennial,39.5807452,-104.8771726
Richmond,37.5407246,-77.4360481
Anderson,40.1053196,-85.6802541
Beaumont,33.9294606,-116.977248
Pflugerville,30.4393696,-97.6200043
Hoboken,40.7439905,-74.0323626
Lexington-Fayette,38.0405837,-84.5037164
Norwalk,33.9022367,-118.081733
Yuma,32.6926512,-114.6276916
Highland,34.1283442,-117.2086513
Carol Stream,41.9125286,-88.1347927
Joliet,41.525031,-88.0817251
Rock Hill,34.9248667,-81.0250784
Rancho Cordova,38.5890723,-121.302728
Dearborn Heights,42.3369816,-83.2732627
Honolulu,21.3069444,-157.8583333
Victoria,28.8052674,-97.0035982
Attleboro,41.9445441,-71.2856082
Wylie,33.0151201,-96.5388789
Carrollton,32.9756415,-96.8899636
Plainfield,41.632223,-88.2120315
Hoffman Estates,42.0629915,-88.1227199
Methuen,42.7262016,-71.1908924
North Port,27.044224,-82.2359254
Rockville,39.0839973,-77.1527578
Burbank,34.1808392,-118.3089661
Fullerton,33.8703596,-117.9242966
Oshkosh,44.0247062,-88.5426136
Huntsville,30.7235263,-95.5507771
Farmington Hills,42.4989936,-83.3677168
Pico Rivera,33.9830688,-118.096735
Cerritos,33.8583483,-118.0647871
La Puente,34.0200114,-117.9495083
Grand Junction,39.0638705,-108.5506486
Enid,36.3955891,-97.8783911
San Jose,37.3382082,-121.8863286
Round Rock,30.5082551,-97.678896
Maple Grove,45.0724642,-93.4557877
Norman,35.2225668,-97.4394777
Homestead,25.4687224,-80.4775569
Friendswood,29.5293998,-95.2010447
Irvine,33.6839473,-117.7946942
Pocatello,42.8713032,-112.4455344
Pacifica,37.6138253,-122.4869194
Sheboygan,43.7508284,-87.71453
Bossier City,32.5159852,-93.7321228
Cedar Park,30.505198,-97.8202888
Sandy Springs,33.9304352,-84.3733147
Champaign,40.1164204,-88.2433829
Clifton,40.8584328,-74.1637553
Moore,35.3395079,-97.4867028
Blue Springs,39.0169509,-94.2816148
Lancaster,34.6867846,-118.1541632
Bryan,30.6743643,-96.3699632
Hurst,32.8234621,-97.1705678
Cape Coral,26.5628537,-81.9495331
Cupertino,37.3229978,-122.0321823
Pittsfield,42.4500845,-73.2453824
Gilroy,37.0057816,-121.5682751
Manchester,42.9956397,-71.4547891
Virginia Beach,36.8529263,-75.977985
Salina,38.8402805,-97.6114237
Somerville,42.3875968,-71.0994968
Largo,27.9094665,-82.7873244
Fresno,36.7468422,-119.7725868
Phenix City,32.4709761,-85.0007653
Berwyn,41.8505874,-87.7936685
Palm Beach Gardens,26.8233946,-80.1386547
Pawtucket,41.878711,-71.3825558
San Gabriel,34.0961111,-118.1058333
Winston-Salem,36.0998596,-80.244216
Alpharetta,34.0753762,-84.2940899
O'Fallon,38.8106075,-90.6998477
Redwood City,37.4852152,-122.2363548
Union City,37.5933918,-122.0438298
Hallandale Beach,25.9812024,-80.148379
Mankato,44.1635775,-93.9993996
